Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear
LBDLDL	LDL-cholesterol (mg/dL)	TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	2015	2016
LBDLDLSI	LDL-cholesterol (mmol/L)	TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	2015	2016
LBDTRSI	Triglyceride (mmol/L)	TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	2015	2016
LBXTR	Triglyceride (mg/dL)	TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	2015	2016
WTSAF2YR	Fasting Subsample 2 Year MEC Weight	TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	2015	2016
LBDLDL	LDL-Cholesterol, Friedewald equation (mg/dL). LBDLDL = (LBXTC-(LBDHDD + LBXTR/5), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file HDL_J	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDLDLM	LDL-Cholesterol, Martin-Hopkins equation (mg/dL). LBDLDLM = (LBXTC-(LBDHDD + LBXTR/Adjustable Factor), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file HDL_J	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDLDLN	LBDLDLN = (LBXTC/0.948 – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC – LBDHDD))/2140 – LBXTR^2/16100) – 9.44), round 0 decimal places) for LBXTR less than 800 mg/dL, and missing for LBXTR GE 800 mg/dL. ^2 stands for power=2, or squared. LBDHDD from public release file HDL_J	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDLDLSI	LDL-Cholesterol, Friedewald equation (mmol/L)	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDLDMSI	LDL-Cholesterol, Martin-Hopkins equation (mmol/L)	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDLDNSI	LDL-Cholesterol, NIH equation 2 (mmol/L)	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDTRSI	Triglyceride (mmol/L)	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBXTR	Triglyceride (mg/dL)	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
WTSAF2YR	Fasting Subsample 2 Year MEC Weight	TRIGLY_J	Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides	2017	2018
LBDTCSI	Total Cholesterol( mmol/L)	TCHOL_E	Cholesterol - Total	2007	2008
LBDTCSI	Total Cholesterol( mmol/L)	TCHOL_D	Cholesterol - Total	2005	2006
LBDTCSI	Total Cholesterol (mmol/L)	TCHOL_F	Cholesterol - Total	2009	2010
LBDTCSI	Total Cholesterol( mmol/L)	TCHOL_G	Cholesterol - Total	2011	2012
LBDTCSI	Total Cholesterol( mmol/L)	TCHOL_H	Cholesterol - Total	2013	2014
LBDTCSI	Total Cholesterol (mmol/L)	TCHOL_I	Cholesterol - Total	2015	2016
LBDTCSI	Total Cholesterol (mmol/L)	TCHOL_J	Cholesterol - Total	2017	2018
LBXTC	Total Cholesterol (mg/dL)	TCHOL_E	Cholesterol - Total	2007	2008
LBXTC	Total cholesterol (mg/dL)	TCHOL_D	Cholesterol - Total	2005	2006
LBXTC	Total Cholesterol (mg/dL)	TCHOL_F	Cholesterol - Total	2009	2010
LBXTC	Total Cholesterol( mg/dL)	TCHOL_G	Cholesterol - Total	2011	2012
LBXTC	Total Cholesterol( mg/dL)	TCHOL_H	Cholesterol - Total	2013	2014
LBXTC	Total Cholesterol (mg/dL)	TCHOL_I	Cholesterol - Total	2015	2016
LBXTC	Total Cholesterol (mg/dL)	TCHOL_J	Cholesterol - Total	2017	2018
LBDHDDSI	Direct HDL-Cholesterol (mmol/L)	l13_c	Cholesterol - Total & HDL	2003	2004
LBDHDL	HDL-cholesterol (mg/dL)	Lab13	Cholesterol - Total & HDL	1999	2000
LBDHDL	HDL-cholesterol (mg/dL)	l13_b	Cholesterol - Total & HDL	2001	2002
LBDHDLSI	HDL-cholesterol (mmol/L)	Lab13	Cholesterol - Total & HDL	1999	2000
LBDHDLSI	HDL-cholesterol (mmol/L)	l13_b	Cholesterol - Total & HDL	2001	2002
LBDTCSI	Total cholesterol (mmol/L)	Lab13	Cholesterol - Total & HDL	1999	2000
LBDTCSI	Total cholesterol (mmol/L)	l13_b	Cholesterol - Total & HDL	2001	2002
LBDTCSI	Total Cholesterol (mmol/L)	l13_c	Cholesterol - Total & HDL	2003	2004
LBXHDD	Direct HDL-Cholesterol (mg/dL)	l13_c	Cholesterol - Total & HDL	2003	2004
LBXTC	Total cholesterol (mg/dL)	Lab13	Cholesterol - Total & HDL	1999	2000
LBXTC	Total cholesterol (mg/dL)	l13_b	Cholesterol - Total & HDL	2001	2002
LBXTC	Total Cholesterol (mg/dL)	l13_c	Cholesterol - Total & HDL	2003	2004
LB2DAY	The number of days between the collection of the first and second exam	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2DAY	Days between 1st and 2nd exam	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2HDL	HDL-cholesterol (mg/dL)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2HDL	HDL-cholesterol (mg/dL)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2HDLSI	HDL-cholesterol (mmol/L)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2HDLSI	HDL-cholesterol (mmol/L)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2LDL	LDL-cholesterol (mg/dL)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2LDL	LDL-cholesterol (mg/dL)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2LDLSI	LDL-cholesterol (mmol/L)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2LDLSI	LDL-cholesterol (mmol/L)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2TC	Total cholesterol (mg/dL)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2TC	Total cholesterol (mg/dL)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2TCSI	Total cholesterol (mmol/L)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2TCSI	Total cholesterol (mmol/L)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2TR	Triglyceride (mg/dL)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2TR	Triglyceride (mg/dL)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
LB2TRSI	Triglyceride (mmol/L)	l13_2_b	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2001	2002
LB2TRSI	Triglyceride (mmol/L)	l13_2_r	Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam	2000	2000
URXUCM	Chromium, Urine (ug/L)	UCM_J	Chromium - Urine	2017	2018
WTSA2YR	Subsample A weights	UCM_J	Chromium - Urine	2017	2018
LBDBCOSI	Cobalt (nmol/L)	CRCO_I	Chromium & Cobalt	2015	2016
LBDBCOSI	Cobalt (nmol/L)	CRCO_J	Chromium & Cobalt	2017	2018
LBDBCRSI	Chromium (nmol/L)	CRCO_I	Chromium & Cobalt	2015	2016
LBDBCRSI	Chromium (nmol/L)	CRCO_J	Chromium & Cobalt	2017	2018
LBXBCO	Cobalt (ug/L)	CRCO_I	Chromium & Cobalt	2015	2016
LBXBCO	Cobalt (ug/L)	CRCO_J	Chromium & Cobalt	2017	2018
LBXBCR	Chromium (ug/L)	CRCO_I	Chromium & Cobalt	2015	2016
LBXBCR	Chromium (ug/L)	CRCO_J	Chromium & Cobalt	2017	2018
LBDBANO	Basophils number (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBDMONO	Monocyte number (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBDNENO	Segmented neutrophils number (1000 cell/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXBAPCT	Basophils percent (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXEOPCT	Eosinophils percent (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXHCT	Hematocrit (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXHGB	Hemoglobin (g/dL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXLYPCT	Lymphocyte percent (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXMCVSI	Mean cell volume (fL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXMOPCT	Monocyte percent (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXMPSI	Mean platelet volume (fL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXNEPCT	Segmented neutrophils percent (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXNRBC	Nucleated red blood cells	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXPLTSI	Platelet count (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXRBCSI	Red blood cell count (million cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXRDW	Red cell distribution width (%)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBXWBCSI	White blood cell count (1000 cells/uL)	CBC_J	Complete Blood Count with 5-Part Differential	2017	2018
LBDBANO	Basophils number (1000 cells/uL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBDBANO	Basophils number	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBDBANO	Basophils number (1000 cells/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBDBANO	Basophils number	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBDBANO	Basophils number	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBDBANO	Basophils number (1000 cells/uL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBDBANO	Basophils number (1000 cells/uL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBDBANO	Basophils number (1000 cells/uL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBDBANO	Basophils number (1000 cells/uL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBDEONO	Eosinophils number	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBDEONO	Eosinophils number	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBDEONO	Eosinophils number	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBDEONO	Eosinophils number (1000 cells/uL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBDLYMNO	Lymphocyte number	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBDLYMNO	Lymphocyte number	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBDLYMNO	Lymphocyte number	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBDLYMNO	Lymphocyte number (1000 cells/uL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBDMONO	Monocyte number (1000 cells/uL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBDMONO	Monocyte number	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBDMONO	Monocyte number (1000 cells/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBDMONO	Monocyte number	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBDMONO	Monocyte number	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBDMONO	Monocyte number (1000 cells/uL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBDMONO	Monocyte number (1000 cells/uL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBDMONO	Monocyte number (1000 cells/uL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBDMONO	Monocyte number (1000 cells/uL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBDNENO	Segmented neutrophils num (1000 cell/uL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBDNENO	Segmented neutrophils number	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBDNENO	Segmented neutrophils num (1000 cell/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBDNENO	Segmented neutrophils number	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBDNENO	Segmented neutrophils number	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBDNENO	Segmented neutrophils num (1000 cell/uL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBDNENO	Segmented neutrophils num (1000 cell/uL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBDNENO	Segmented neutrophils num (1000 cell/uL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBDNENO	Segmented neutrophils number (1000 cell/uL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXBAPCT	Basophils percent (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXBAPCT	Basophils percent (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXBAPCT	Basophils percent (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXBAPCT	Basophils percent (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXBAPCT	Basophils percent (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXBAPCT	Basophils percent (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXBAPCT	Basophils percent (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXBAPCT	Basophils percent (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXBAPCT	Basophils percent (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXEOPCT	Eosinophils percent (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXEOPCT	Eosinophils percent (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXEOPCT	Eosinophils percent (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXEOPCT	Eosinophils percent (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXEOPCT	Eosinophils percent (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXEOPCT	Eosinophils percent (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXEOPCT	Eosinophils percent (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXEOPCT	Eosinophils percent (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXEOPCT	Eosinophils percent (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXHCT	Hematocrit (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXHCT	Hematocrit (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXHCT	Hematocrit (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXHCT	Hematocrit (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXHCT	Hematocrit (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXHCT	Hematocrit (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXHCT	Hematocrit (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXHCT	Hematocrit (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXHCT	Hematocrit (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXHGB	Hemoglobin (g/dL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXHGB	Hemoglobin (g/dL)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXHGB	Hemoglobin (g/dL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXHGB	Hemoglobin (g/dL)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXHGB	Hemoglobin (g/dL)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXHGB	Hemoglobin (g/dL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXHGB	Hemoglobin (g/dL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXHGB	Hemoglobin (g/dL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXHGB	Hemoglobin (g/dL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXLYPCT	Lymphocyte percent (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXLYPCT	Lymphocyte percent (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXLYPCT	Lymphocyte percent (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXLYPCT	Lymphocyte percent (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXLYPCT	Lymphocyte percent (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXLYPCT	Lymphocyte percent (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXLYPCT	Lymphocyte percent (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXLYPCT	Lymphocyte percent (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXLYPCT	Lymphocyte percent (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXMC	Mean cell hemoglobin concentration (g/dL)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXMC	Mean cell hemoglobin concentration (g/dL)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXMC	Mean cell hemoglobin concentration (g/dL)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXMC	Mean cell hemoglobin concentration (g/dL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXMC	Mean Cell Hemoglobin Concentration (g/dL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXMCHSI	Mean cell hemoglobin (pg)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXMCHSI	Mean cell hemoglobin (pg)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXMCHSI	Mean cell hemoglobin (pg)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXMCHSI	Mean cell hemoglobin (pg)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXMCVSI	Mean cell volume (fL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXMCVSI	Mean cell volume (fL)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXMCVSI	Mean cell volume (fL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXMCVSI	Mean cell volume (fL)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXMCVSI	Mean cell volume (fL)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXMCVSI	Mean cell volume (fL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXMCVSI	Mean cell volume (fL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXMCVSI	Mean cell volume (fL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXMCVSI	Mean cell volume (fL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXMOPCT	Monocyte percent (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXMOPCT	Monocyte percent (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXMOPCT	Monocyte percent (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXMOPCT	Monocyte percent (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXMOPCT	Monocyte percent (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXMOPCT	Monocyte percent (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXMOPCT	Monocyte percent (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXMOPCT	Monocyte percent (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXMOPCT	Monocyte percent (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXMPSI	Mean platelet volume (fL)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXMPSI	Mean platelet volume (fL)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXMPSI	Mean platelet volume (fL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXMPSI	Mean platelet volume (fL)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXMPSI	Mean platelet volume (fL)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXMPSI	Mean platelet volume (fL)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXMPSI	Mean platelet volume (fL)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXMPSI	Mean platelet volume (fL)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXMPSI	Mean platelet volume (fL)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXNEPCT	Segmented neutrophils percent (%)	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXNEPCT	Segmented neutrophils percent (%)	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXNEPCT	Segmented neutrophils percent (%)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXNEPCT	Segmented neutrophils percent (%)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
LBXNEPCT	Segmented neutrophils percent (%)	L25_B	Complete Blood Count with 5-part Differential - Whole Blood	2001	2002
LBXNEPCT	Segmented neutrophils percent (%)	CBC_F	Complete Blood Count with 5-part Differential - Whole Blood	2009	2010
LBXNEPCT	Segmented neutrophils percent (%)	CBC_G	Complete Blood Count with 5-part Differential - Whole Blood	2011	2012
LBXNEPCT	Segmented neutrophils percent (%)	CBC_H	Complete Blood Count with 5-part Differential - Whole Blood	2013	2014
LBXNEPCT	Segmented neutrophils percent (%)	CBC_I	Complete Blood Count with 5-Part Differential - Whole Blood	2015	2016
LBXPLTSI	Platelet count (%) SI	CBC_E	Complete Blood Count with 5-part Differential - Whole Blood	2007	2008
LBXPLTSI	Platelet count (%) SI	LAB25	Complete Blood Count with 5-part Differential - Whole Blood	1999	2000
LBXPLTSI	Platelet count SI (1000 cells/uL)	CBC_D	Complete Blood Count with 5-Part Differential - Whole Blood	2005	2006
LBXPLTSI	Platelet count SI (1000 cells/uL)	L25_C	Complete Blood Count with 5-part Differential - Whole Blood	2003	2004
